Project Name,Street Name,Property Type,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Tenure,Postal District,Floor Level
LE REGAL,GEYLANG ROAD,Retail,"250,000",150.7,"1,659",Feb-21,Strata,14,"17,857",Freehold,14,01 to 05
LE REGAL,GEYLANG ROAD,Retail,"240,000",161.46,"1,486",Feb-21,Strata,15,"16,000",Freehold,14,01 to 05
WOODGROVE CONDOMINIUM,WOODGROVE DRIVE,Retail,"380,000",279.86,"1,358",Feb-21,Strata,26,"14,615",99 yrs lease commencing from 1997,25,01 to 05
SANCTUARY GREEN,TANJONG RHU ROAD,Retail,"400,000",258.34,"1,548",Feb-21,Strata,24,"16,667",99 yrs lease commencing from 1997,15,01 to 05
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,"560,000",226.04,"2,477",Feb-21,Strata,21,"26,667",Freehold,14,01 to 05
PEOPLE'S PARK COMPLEX,PARK ROAD,Retail,"13,500,000",871.88,"15,484",Feb-21,Strata,81,"166,667",99 yrs lease commencing from 1968,01,01 to 05
CITY PLAZA,GEYLANG ROAD,Retail,"1,900,000",419.8,"4,526",Feb-21,Strata,39,"48,718",Freehold,14,01 to 05
NORMANTON PARK,NORMANTON PARK,Retail,"2,014,500",473.62,"4,253",Jan-21,Strata,44,"45,784",99 yrs lease commencing from 2019,05,01 to 05
GOLDEN MILE COMPLEX,BEACH ROAD,Retail,"368,000",215.28,"1,709",Jan-21,Strata,20,"18,400",99 yrs lease commencing from 1969,07,01 to 05
BOON SING BUILDING,MIDDLE ROAD,Retail,"2,000,000","1,119.46","1,787",Jan-21,Strata,104,"19,231",999 yrs lease commencing from 1835,07,06 to 10
ONZE @ TANJONG PAGAR,KEE SENG STREET,Retail,"1,508,500",430.56,"3,504",Jan-21,Strata,40,"37,713",Freehold,02,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,"1,050,000",322.92,"3,252",Jan-21,Strata,30,"35,000",Freehold,15,01 to 05
LILYDALE,YISHUN AVENUE 6,Retail,"330,000",150.7,"2,190",Jan-21,Strata,14,"23,571",99 yrs lease commencing from 2000,27,01 to 05
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,"460,000",161.46,"2,849",Jan-21,Strata,15,"30,667",Freehold,14,01 to 05
SIM LIM TOWER,JALAN BESAR,Retail,"780,000",193.75,"4,026",Jan-21,Strata,18,"43,333",Freehold,08,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,"657,000",193.75,"3,391",Jan-21,Strata,18,"36,500",Freehold,15,B1 to B5
URBAN LOFTS,RANGOON ROAD,Retail,"2,000,000",656.6,"3,046",Jan-21,Strata,61,"32,787",Freehold,08,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,160,000",365.98,"3,170",Jan-21,Strata,34,"34,118",Freehold,09,01 to 05
CITY GATE,BEACH ROAD,Retail,"1,600,000",688.9,"2,323",Jan-21,Strata,64,"25,000",99 yrs lease commencing from 2014,07,B1 to B5
THE COMMERZE@IRVING,IRVING PLACE,Retail,"650,000",312.16,"2,082",Jan-21,Strata,29,"22,414",60 yrs lease commencing from 2011,13,01 to 05
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,"1,160,000",473.62,"2,449",Jan-21,Strata,44,"26,364",99 yrs lease commencing from 1976,21,B1 to B5
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,300,000",409.03,"3,178",Jan-21,Strata,38,"34,211",Freehold,09,01 to 05
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,"568,000",139.93,"4,059",Jan-21,Strata,13,"43,692",Freehold,03,01 to 05
ORCHARD TOWERS,ORCHARD ROAD,Retail,"900,000",269.1,"3,344",Dec-20,Strata,25,"36,000",Freehold,09,01 to 05
OXLEY EDGE,RIVER VALLEY ROAD,Retail,"2,138,000",871.88,"2,452",Dec-20,Strata,81,"26,395",Freehold,09,01 to 05
N.A.,FLANDERS SQUARE,Retail,"1,560,000","1,410.08","1,106",Dec-20,Strata,131,"11,908",Freehold,08,-
TANGLIN SHOPPING CENTRE,TANGLIN ROAD,Retail,"1,165,000",247.57,"4,706",Dec-20,Strata,23,"50,652",Freehold,10,01 to 05
HAVELOCK2,HAVELOCK ROAD,Retail,"760,000",226.04,"3,362",Dec-20,Strata,21,"36,190",99 yrs lease commencing from 1983,01,01 to 05
THE ALPS RESIDENCES,TAMPINES STREET 86,Retail,"1,500,000",688.9,"2,177",Dec-20,Strata,64,"23,438",99 yrs lease commencing from 2015,18,01 to 05
THE ALPS RESIDENCES,TAMPINES STREET 86,Retail,"1,500,000",688.9,"2,177",Dec-20,Strata,64,"23,438",99 yrs lease commencing from 2015,18,01 to 05
ANCHORPOINT SHOPPING CENTRE,ALEXANDRA ROAD,Retail,"10,000,000","6,393.82","1,564",Dec-20,Strata,594,"16,835",Freehold,03,01 to 05
ANCHORPOINT SHOPPING CENTRE,ALEXANDRA ROAD,Retail,"100,000,000","110,406.35",906,Dec-20,Strata,"10,257","9,749",Freehold,03,01 to 05
EAST VILLAGE,UPPER CHANGI ROAD,Retail,"960,000",419.8,"2,287",Dec-20,Strata,39,"24,615",Freehold,16,01 to 05
QUEENS PEAK,DUNDEE ROAD,Retail,"1,200,000",570.49,"2,103",Dec-20,Strata,53,"22,642",99 yrs lease commencing from 2015,03,01 to 05
ORCHARD TOWERS,ORCHARD ROAD,Retail,"756,000",258.34,"2,926",Dec-20,Strata,24,"31,500",Freehold,09,01 to 05
CITY PLAZA,GEYLANG ROAD,Retail,"2,755,000",559.73,"4,922",Dec-20,Strata,52,"52,981",Freehold,14,01 to 05
ORCHARD TOWERS,ORCHARD ROAD,Retail,"1,101,000",312.16,"3,527",Dec-20,Strata,29,"37,966",Freehold,09,01 to 05
N.A.,JOO CHIAT ROAD,Retail,"2,680,000","1,410.08","1,901",Nov-20,Strata,131,"20,458",Freehold,15,-
KAP,KING ALBERT PARK,Retail,"1,900,000",505.91,"3,756",Nov-20,Strata,47,"40,426",Freehold,21,01 to 05
ONZE @ TANJONG PAGAR,KEE SENG STREET,Retail,"716,000",204.52,"3,501",Nov-20,Strata,19,"37,684",Freehold,02,01 to 05
SIMS URBAN OASIS,SIMS DRIVE,Retail,"2,400,000","1,011.82","2,372",Nov-20,Strata,94,"25,532",99 yrs lease commencing from 2014,14,01 to 05
GOLDEN MILE TOWER,BEACH ROAD,Retail,"280,000",193.75,"1,445",Nov-20,Strata,18,"15,556",99 yrs lease commencing from 1969,07,B1 to B5
THE MIDTOWN,UPPER SERANGOON ROAD,Retail,"1,500,000",731.95,"2,049",Nov-20,Strata,68,"22,059",99 yrs lease commencing from 2013,19,01 to 05
EAST VILLAGE,UPPER CHANGI ROAD,Retail,"828,000",365.98,"2,262",Nov-20,Strata,34,"24,353",Freehold,16,01 to 05
GOLDHILL SHOPPING CENTRE,THOMSON ROAD,Retail,"5,320,000","1,087.16","4,893",Nov-20,Strata,101,"52,673",999 yrs lease commencing from 1970,11,-
GOLDHILL SHOPPING CENTRE,THOMSON ROAD,Retail,"9,700,000","2,131.27","4,551",Nov-20,Strata,198,"48,990",999 yrs lease commencing from 1970,11,-
PENINSULA EXCELSIOR HOTEL,COLEMAN STREET,Retail,"385,000",301.39,"1,277",Nov-20,Strata,28,"13,750",99 yrs lease commencing from 1979,06,B1 to B5
PEOPLE'S PARK COMPLEX,PARK ROAD,Retail,"780,000",290.63,"2,684",Nov-20,Strata,27,"28,889",99 yrs lease commencing from 1968,01,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"750,000",484.38,"1,548",Nov-20,Strata,45,"16,667",99 yrs lease commencing from 1974,07,01 to 05
TANGLIN SHOPPING CENTRE,TANGLIN ROAD,Retail,"1,320,000",452.09,"2,920",Nov-20,Strata,42,"31,429",Freehold,10,01 to 05
HOLLAND ROAD SHOPPING CENTRE,HOLLAND AVENUE,Retail,"1,500,000",355.21,"4,223",Nov-20,Strata,33,"45,455",Freehold,10,01 to 05
THE BENCOOLEN,BENCOOLEN STREET,Retail,"1,280,000",290.63,"4,404",Nov-20,Strata,27,"47,407",99 yrs lease commencing from 1995,07,01 to 05
N.A.,LORONG 13 GEYLANG,Retail,"2,228,000","1,431.61","1,556",Nov-20,Strata,133,"16,752",Freehold,14,-
CITY PLAZA,GEYLANG ROAD,Retail,"1,650,000",398.27,"4,143",Nov-20,Strata,37,"44,595",Freehold,14,01 to 05
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"470,000",161.46,"2,911",Oct-20,Strata,15,"31,333",999 yrs lease commencing from 1883,21,01 to 05
N.A.,JALAN MASJID,Retail,"4,300,000","1,506.96","2,853",Oct-20,Strata,140,"30,714",Freehold,14,01 to 05
YONG SIAK COURT,YONG SIAK STREET,Retail,"4,100,000","1,550.02","2,645",Oct-20,Strata,144,"28,472",Freehold,03,-
1953,TESSENSOHN ROAD,Retail,"1,560,000",516.67,"3,019",Oct-20,Strata,48,"32,500",Freehold,08,01 to 05
1953,TESSENSOHN ROAD,Retail,"1,560,000",516.67,"3,019",Oct-20,Strata,48,"32,500",Freehold,08,01 to 05
LUCKY PLAZA,ORCHARD ROAD,Retail,"1,920,000",387.5,"4,955",Oct-20,Strata,36,"53,333",Freehold,09,01 to 05
UPPER SERANGOON SHOPPING CENTRE,UPPER SERANGOON ROAD,Retail,"525,000",290.63,"1,806",Oct-20,Strata,27,"19,444",Freehold,19,01 to 05
BYLANDS BUILDING,MIDDLE ROAD,Retail,"375,000",161.46,"2,323",Oct-20,Strata,15,"25,000",99 yrs lease commencing from 1978,07,01 to 05
ORCHARD PLAZA,ORCHARD ROAD,Retail,"488,000",215.28,"2,267",Oct-20,Strata,20,"24,400",99 yrs lease commencing from 1977,09,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"498,000",398.27,"1,250",Oct-20,Strata,37,"13,459",99 yrs lease commencing from 1974,07,01 to 05
VIIO @ BALESTIER,BALESTIER ROAD,Retail,"32,800,000","12,023.39","2,728",Oct-20,Strata,"1,117","29,364",Freehold,12,01 to 05
PENINSULA SHOPPING COMPLEX,COLEMAN STREET,Retail,"1,250,000",301.39,"4,147",Oct-20,Strata,28,"44,643",999 yrs lease commencing from 1828,06,01 to 05
ONZE @ TANJONG PAGAR,KEE SENG STREET,Retail,"1,470,000",419.8,"3,502",Oct-20,Strata,39,"37,692",Freehold,02,01 to 05
TAI SENG POINT,IRVING PLACE,Retail,"1,090,000",301.39,"3,617",Oct-20,Strata,28,"38,929",Freehold,13,01 to 05
SULTAN PLAZA,JALAN SULTAN,Retail,"680,000",570.49,"1,192",Oct-20,Strata,53,"12,830",99 yrs lease commencing from 1978,07,01 to 05
ORCHARD PLAZA,ORCHARD ROAD,Retail,"200,000",96.88,"2,064",Oct-20,Strata,9,"22,222",99 yrs lease commencing from 1977,09,01 to 05
RITZ @ FARRER,RACE COURSE ROAD,Retail,"3,138,000",968.76,"3,239",Oct-20,Strata,90,"34,867",Freehold,08,01 to 05
EAST VILLAGE,UPPER CHANGI ROAD,Retail,"303,738",107.64,"2,822",Oct-20,Strata,10,"30,374",Freehold,16,01 to 05
SUNSHINE PLAZA,BENCOOLEN STREET,Retail,"1,150,000",269.1,"4,274",Oct-20,Strata,25,"46,000",99 yrs lease commencing from 1997,07,01 to 05
BEAUTY WORLD CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"2,750,000",785.77,"3,500",Oct-20,Strata,73,"37,671",99 yrs lease commencing from 1979,21,01 to 05
LE REGAL,GEYLANG ROAD,Retail,"225,000",107.64,"2,090",Sep-20,Strata,10,"22,500",Freehold,14,01 to 05
GOLDEN MILE COMPLEX,BEACH ROAD,Retail,"220,000",193.75,"1,135",Sep-20,Strata,18,"12,222",99 yrs lease commencing from 1969,07,01 to 05
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,"1,288,000",398.27,"3,234",Sep-20,Strata,37,"34,811",Freehold,03,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Retail,"430,000",150.7,"2,853",Sep-20,Strata,14,"30,714",99 yrs lease commencing from 1969,03,01 to 05
SOHO 188,RACE COURSE ROAD,Retail,"850,000",473.62,"1,795",Sep-20,Strata,44,"19,318",Freehold,08,01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,"720,000",344.45,"2,090",Sep-20,Strata,32,"22,500",999 yrs lease commencing from 1829,06,01 to 05
FOOK HAI BUILDING,SOUTH BRIDGE ROAD,Retail,"660,000",409.03,"1,614",Sep-20,Strata,38,"17,368",99 yrs lease commencing from 1972,01,01 to 05
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,"408,888",269.1,"1,519",Sep-20,Strata,25,"16,356",Freehold,19,01 to 05
THE MIDTOWN,UPPER SERANGOON ROAD,Retail,"1,950,000",419.8,"4,645",Sep-20,Strata,39,"50,000",99 yrs lease commencing from 2013,19,01 to 05
THE GOLDEN LANDMARK,VICTORIA STREET,Retail,"620,000",387.5,"1,600",Sep-20,Strata,36,"17,222",99 yrs lease commencing from 1981,07,01 to 05
GOLDHILL PLAZA,GOLDHILL PLAZA,Retail,"4,088,000",893.41,"4,576",Sep-20,Strata,83,"49,253",999 yrs lease commencing from 1972,11,01 to 05
MILLAGE,CHANGI ROAD,Retail,"278,000",118.4,"2,348",Sep-20,Strata,11,"25,273",Freehold,14,01 to 05
ORCHARD PLAZA,ORCHARD ROAD,Retail,"585,000",204.52,"2,860",Sep-20,Strata,19,"30,789",99 yrs lease commencing from 1977,09,01 to 05
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,"738,000",398.27,"1,853",Sep-20,Strata,37,"19,946",Freehold,14,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,040,000",322.92,"3,221",Sep-20,Strata,30,"34,667",Freehold,09,01 to 05
LE REGAL,GEYLANG ROAD,Retail,"200,000",107.64,"1,858",Aug-20,Strata,10,"20,000",Freehold,14,01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,"650,000",344.45,"1,887",Aug-20,Strata,32,"20,313",999 yrs lease commencing from 1829,06,01 to 05
FORTUNE CENTRE,MIDDLE ROAD,Retail,"550,000",312.16,"1,762",Aug-20,Strata,29,"18,966",99 yrs lease commencing from 1980,07,01 to 05
WOODGROVE CONDOMINIUM,WOODGROVE DRIVE,Retail,"350,000",279.86,"1,251",Aug-20,Strata,26,"13,462",99 yrs lease commencing from 1997,25,01 to 05
WOODGROVE CONDOMINIUM,WOODGROVE DRIVE,Retail,"350,000",279.86,"1,251",Aug-20,Strata,26,"13,462",99 yrs lease commencing from 1997,25,01 to 05
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,"650,000",193.75,"3,355",Aug-20,Strata,18,"36,111",Freehold,14,01 to 05
RV POINT,RIVER VALLEY ROAD,Retail,"520,000",161.46,"3,221",Aug-20,Strata,15,"34,667",999 yrs lease commencing from 1841,09,B1 to B5
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,"340,000",118.4,"2,872",Aug-20,Strata,11,"30,909",Freehold,14,01 to 05
NINETEEN SHELFORD ROAD,SHELFORD ROAD,Retail,"1,300,000",462.85,"2,809",Aug-20,Strata,43,"30,233",Freehold,11,01 to 05
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,"756,000",398.27,"1,898",Aug-20,Strata,37,"20,432",Freehold,14,01 to 05
BURLINGTON SQUARE,BENCOOLEN STREET,Retail,"1,650,000",419.8,"3,930",Aug-20,Strata,39,"42,308",99 yrs lease commencing from 1996,07,01 to 05
ORCHARD PLAZA,ORCHARD ROAD,Retail,"625,000",258.34,"2,419",Aug-20,Strata,24,"26,042",99 yrs lease commencing from 1977,09,01 to 05
BEDOK SHOPPING COMPLEX,BEDOK ROAD,Retail,"460,000",893.41,515,Aug-20,Strata,83,"5,542",60 yrs lease commencing from 1977,16,-
MIDPOINT ORCHARD,ORCHARD ROAD,Retail,"1,810,000",409.03,"4,425",Aug-20,Strata,38,"47,632",Freehold,09,01 to 05
MIDPOINT ORCHARD,ORCHARD ROAD,Retail,"1,400,000",344.45,"4,064",Aug-20,Strata,32,"43,750",Freehold,09,01 to 05
SQUARE 2,SINARAN DRIVE,Retail,"3,123,000","1,001.05","3,120",Aug-20,Strata,93,"33,581",99 yrs lease commencing from 2002,11,06 to 10
ORCHARD PLAZA,ORCHARD ROAD,Retail,"490,000",204.52,"2,396",Aug-20,Strata,19,"25,789",99 yrs lease commencing from 1977,09,01 to 05
N.A.,SEMBAWANG ROAD,Retail,"2,460,000","1,260.46","1,952",Aug-20,Land,117.1,"21,008",Freehold,26,-
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"3,500,000",990.29,"3,534",Aug-20,Strata,92,"38,043",99 yrs lease commencing from 1983,07,01 to 05
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,"305,000",118.4,"2,576",Jul-20,Strata,11,"27,727",Freehold,14,01 to 05
MIDPOINT ORCHARD,ORCHARD ROAD,Retail,"1,900,000",376.74,"5,043",Jul-20,Strata,35,"54,286",Freehold,09,01 to 05
MILLAGE,CHANGI ROAD,Retail,"320,000",129.17,"2,477",Jul-20,Strata,12,"26,667",Freehold,14,01 to 05
N.A.,CHANGI ROAD,Retail,"2,080,000","1,410.08","1,475",Jul-20,Strata,131,"15,878",Freehold,14,-
N.A.,FLANDERS SQUARE,Retail,"1,410,000","1,410.08","1,000",Jul-20,Strata,131,"10,763",Freehold,08,-
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,"588,000",139.93,"4,202",Jul-20,Strata,13,"45,231",Freehold,03,01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"2,000,000",376.74,"5,309",Jun-20,Strata,35,"57,143",99 yrs lease commencing from 1983,07,06 to 10
THE RIVERSIDE PIAZZA,KENG CHEOW STREET,Retail,"1,250,000",764.24,"1,636",Jun-20,Strata,71,"17,606",99 yrs lease commencing from 1992,01,01 to 05
ICON @ PASIR PANJANG,PASIR PANJANG ROAD,Retail,"1,600,000",430.56,"3,716",Jun-20,Strata,40,"40,000",Freehold,05,01 to 05
PANDAN VALLEY,PANDAN VALLEY,Retail,"2,882,900","1,636.13","1,762",Jun-20,Strata,152,"18,966",Freehold,21,01 to 05
CHANGE ALLEY MALL,RAFFLES PLACE,Retail,"192,700,000","62,172.86","3,099",Jun-20,Strata,"5,776","33,362",99 yrs lease commencing from 1989,01,01 to 05
THE TROPICA,TAMPINES AVENUE 1,Retail,"420,000",193.75,"2,168",Jun-20,Strata,18,"23,333",99 yrs lease commencing from 1996,18,01 to 05
MIDPOINT ORCHARD,ORCHARD ROAD,Retail,"1,700,000",301.39,"5,640",Jun-20,Strata,28,"60,714",Freehold,09,01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"695,000",409.03,"1,699",May-20,Strata,38,"18,289",99 yrs lease commencing from 1983,07,06 to 10
PENINSULA EXCELSIOR HOTEL,COLEMAN STREET,Retail,"300,000",247.57,"1,212",May-20,Strata,23,"13,043",99 yrs lease commencing from 1979,06,B1 to B5
ORCHID HOTEL,TRAS LINK,Retail,"2,600,000",365.98,"7,104",May-20,Strata,34,"76,471",99 yrs lease commencing from 2007,02,01 to 05
MIDPOINT ORCHARD,ORCHARD ROAD,Retail,"1,356,000",452.09,"2,999",May-20,Strata,42,"32,286",Freehold,09,01 to 05
ICB SHOPPING CENTRE,YIO CHU KANG ROAD,Retail,"758,000",409.03,"1,853",Apr-20,Strata,38,"19,947",Freehold,19,-
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"1,950,000",365.98,"5,328",Apr-20,Strata,34,"57,353",99 yrs lease commencing from 1983,07,01 to 05
MALACCA CENTRE,MALACCA STREET,Retail,"5,825,000","1,829.88","3,183",Apr-20,Strata,170,"34,265",999 yrs lease commencing from 1826,01,11 to 15
THE GOLDEN LANDMARK,VICTORIA STREET,Retail,"380,000",204.52,"1,858",Apr-20,Strata,19,"20,000",99 yrs lease commencing from 1981,07,01 to 05
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,"500,000",182.99,"2,732",Mar-20,Strata,17,"29,412",Freehold,03,01 to 05
MALACCA CENTRE,MALACCA STREET,Retail,"6,000,000","1,829.88","3,279",Mar-20,Strata,170,"35,294",999 yrs lease commencing from 1826,01,11 to 15
ICON@CHANGI,CHANGI ROAD,Retail,"340,000",204.52,"1,662",Mar-20,Strata,19,"17,895",Freehold,14,B1 to B5
THE INTERLACE,DEPOT ROAD,Retail,"950,000",947.23,"1,003",Mar-20,Strata,88,"10,795",99 yrs lease commencing from 2009,04,01 to 05
FORTUNE CENTRE,MIDDLE ROAD,Retail,"748,000",333.68,"2,242",Mar-20,Strata,31,"24,129",99 yrs lease commencing from 1980,07,01 to 05
1953,TESSENSOHN ROAD,Retail,"1,725,000",559.73,"3,082",Mar-20,Strata,52,"33,173",Freehold,08,01 to 05
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,"400,000",236.81,"1,689",Mar-20,Strata,22,"18,182",Freehold,19,B1 to B5
GOLDEN MILE COMPLEX,BEACH ROAD,Retail,"800,000",505.91,"1,581",Mar-20,Strata,47,"17,021",99 yrs lease commencing from 1969,07,01 to 05
LE REGAL,GEYLANG ROAD,Retail,"200,000",107.64,"1,858",Mar-20,Strata,10,"20,000",Freehold,14,01 to 05
CITY PLAZA,GEYLANG ROAD,Retail,"637,500",236.81,"2,692",Mar-20,Strata,22,"28,977",Freehold,14,01 to 05
N.A.,TAMPINES AVENUE,Retail,"1,300,000","1,991.34",653,Mar-20,Strata,185,"7,027",99 yrs lease commencing from 1953,18,-
D'LEEDON,LEEDON HEIGHTS,Retail,"1,490,000",818.06,"1,821",Feb-20,Strata,76,"19,605",99 yrs lease commencing from 2010,10,01 to 05
THOMSON PLAZA,UPPER THOMSON ROAD,Retail,"1,500,000",355.21,"4,223",Feb-20,Strata,33,"45,455",99 yrs lease commencing from 1976,20,01 to 05
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,"838,000",344.45,"2,433",Feb-20,Strata,32,"26,188",99 yrs lease commencing from 1976,21,B1 to B5
FURAMA CITY CENTRE SINGAPORE,EU TONG SEN STREET,Retail,"390,000",215.28,"1,812",Feb-20,Strata,20,"19,500",99 yrs lease commencing from 1979,01,01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,"1,300,000",430.56,"3,019",Feb-20,Strata,40,"32,500",999 yrs lease commencing from 1829,06,01 to 05
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,"2,500,000",538.2,"4,645",Feb-20,Strata,50,"50,000",Freehold,03,01 to 05
PEOPLE'S PARK CENTRE,UPPER CROSS STREET,Retail,"819,000",204.52,"4,005",Feb-20,Strata,19,"43,105",99 yrs lease commencing from 1970,01,01 to 05
PEOPLE'S PARK CENTRE,UPPER CROSS STREET,Retail,"819,000",204.52,"4,005",Feb-20,Strata,19,"43,105",99 yrs lease commencing from 1970,01,01 to 05
PEOPLE'S PARK CENTRE,UPPER CROSS STREET,Retail,"991,800",247.57,"4,006",Feb-20,Strata,23,"43,122",99 yrs lease commencing from 1970,01,01 to 05
PEOPLE'S PARK CENTRE,UPPER CROSS STREET,Retail,"1,896,600",473.62,"4,005",Feb-20,Strata,44,"43,105",99 yrs lease commencing from 1970,01,01 to 05
PEOPLE'S PARK CENTRE,UPPER CROSS STREET,Retail,"2,538,000",645.84,"3,930",Feb-20,Strata,60,"42,300",99 yrs lease commencing from 1970,01,01 to 05
PEOPLE'S PARK CENTRE,UPPER CROSS STREET,Retail,"810,000",193.75,"4,181",Feb-20,Strata,18,"45,000",99 yrs lease commencing from 1970,01,01 to 05
PEOPLE'S PARK CENTRE,UPPER CROSS STREET,Retail,"1,010,000",247.57,"4,080",Feb-20,Strata,23,"43,913",99 yrs lease commencing from 1970,01,01 to 05
PEOPLE'S PARK CENTRE,UPPER CROSS STREET,Retail,"12,305,600","3,239.96","3,798",Feb-20,Strata,301,"40,882",99 yrs lease commencing from 1970,01,01 to 05
PEOPLE'S PARK CENTRE,UPPER CROSS STREET,Retail,"955,000",376.74,"2,535",Feb-20,Strata,35,"27,286",99 yrs lease commencing from 1970,01,01 to 05
FURAMA CITY CENTRE SINGAPORE,EU TONG SEN STREET,Retail,"960,000",495.14,"1,939",Feb-20,Strata,46,"20,870",99 yrs lease commencing from 1979,01,01 to 05
AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,Retail,"515,000",301.39,"1,709",Feb-20,Strata,28,"18,393",99 yrs lease commencing from 1996,16,01 to 05
CITY GATE,BEACH ROAD,Retail,"1,173,298",548.96,"2,137",Feb-20,Strata,51,"23,006",99 yrs lease commencing from 2014,07,01 to 05
OXLEY TOWER,ROBINSON ROAD,Retail,"1,120,000",344.45,"3,252",Feb-20,Strata,32,"35,000",Freehold,01,01 to 05
ALEXIS,ALEXANDRA ROAD,Retail,"4,150,000","1,743.77","2,380",Feb-20,Strata,162,"25,617",Freehold,03,01 to 05
ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,Retail,"760,000",365.98,"2,077",Feb-20,Strata,34,"22,353",99 yrs lease commencing from 2005,05,01 to 05
THE ADELPHI,COLEMAN STREET,Retail,"1,100,000",312.16,"3,524",Jan-20,Strata,29,"37,931",999 yrs lease commencing from 1828,06,01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"935,000",387.5,"2,413",Jan-20,Strata,36,"25,972",99 yrs lease commencing from 1983,07,01 to 05
SIM LIM TOWER,JALAN BESAR,Retail,"880,000",355.21,"2,477",Jan-20,Strata,33,"26,667",Freehold,08,01 to 05
LUCKY PLAZA,ORCHARD ROAD,Retail,"2,000,000",193.75,"10,322",Jan-20,Strata,18,"111,111",Freehold,09,B1 to B5
CITY GATE,BEACH ROAD,Retail,"1,108,888",452.09,"2,453",Jan-20,Strata,42,"26,402",99 yrs lease commencing from 2014,07,B1 to B5
ORCHARD TOWERS,ORCHARD ROAD,Retail,"50,000,000","19,289.09","2,592",Jan-20,Strata,"1,792","27,902",Freehold,09,01 to 05
BUGIS CUBE,NORTH BRIDGE ROAD,Retail,"688,000",279.86,"2,458",Jan-20,Strata,26,"26,462",999 yrs lease commencing from 1827,07,01 to 05
BUGIS CUBE,NORTH BRIDGE ROAD,Retail,"582,000",236.81,"2,458",Jan-20,Strata,22,"26,455",999 yrs lease commencing from 1827,07,01 to 05
TRIO,SAM LEONG ROAD,Retail,"980,000",236.81,"4,138",Jan-20,Strata,22,"44,545",Freehold,08,01 to 05
CITY GATE,BEACH ROAD,Retail,"1,700,000",495.14,"3,433",Jan-20,Strata,46,"36,957",99 yrs lease commencing from 2014,07,B1 to B5
